month_start,employee_id,department_id,region_id,fte,monthly_base_salary_usd,bonus_accrual_usd,benefits_usd,payroll_taxes_usd,total_personnel_cost_usd
2023-02-01,E0003,D03,R02,1,13086.41,1832.1,1962.96,1001.11,17882.58
2023-03-01,E0003,D03,R02,1,13086.41,1832.1,1962.96,1001.11,17882.58
2023-04-01,E0003,D03,R02,1,13086.41,1832.1,1962.96,1001.11,17882.58
2023-05-01,E0003,D03,R02,1,13086.41,1832.1,1962.96,1001.11,17882.58
2023-06-01,E0003,D03,R02,1,13086.41,1832.1,1962.96,1001.11,17882.58
2023-07-01,E0003,D03,R02,1,13086.41,1832.1,1962.96,1001.11,17882.58
2023-08-01,E0003,D03,R02,1,13086.41,1832.1,1962.96,1001.11,17882.58
2023-09-01,E0003,D03,R02,1,13086.41,1832.1,1962.96,1001.11,17882.58
2023-10-01,E0003,D03,R02,1,13086.41,1832.1,1962.96,1001.11,17882.58
2023-11-01,E0003,D03,R02,1,13086.41,1832.1,1962.96,1001.11,17882.58
2023-12-01,E0003,D03,R02,1,13086.41,1832.1,1962.96,1001.11,17882.58
2024-01-01,E0003,D03,R02,1,13544.43,1896.22,2031.67,1036.15,18508.47
2024-02-01,E0003,D03,R02,1,13544.43,1896.22,2031.67,1036.15,18508.47
2024-03-01,E0003,D03,R02,1,13544.43,1896.22,2031.67,1036.15,18508.47
2024-04-01,E0003,D03,R02,1,13544.43,1896.22,2031.67,1036.15,18508.47
2024-05-01,E0003,D03,R02,1,13544.43,1896.22,2031.67,1036.15,18508.47
2024-06-01,E0003,D03,R02,1,13544.43,1896.22,2031.67,1036.15,18508.47
2024-07-01,E0003,D03,R02,1,13544.43,1896.22,2031.67,1036.15,18508.47
2024-08-01,E0003,D03,R02,1,13544.43,1896.22,2031.67,1036.15,18508.47
2024-09-01,E0003,D03,R02,1,13544.43,1896.22,2031.67,1036.15,18508.47
2024-10-01,E0003,D03,R02,1,13544.43,1896.22,2031.67,1036.15,18508.47
2024-11-01,E0003,D03,R02,1,13544.43,1896.22,2031.67,1036.15,18508.47
2024-12-01,E0003,D03,R02,1,13544.43,1896.22,2031.67,1036.15,18508.47
2025-01-01,E0003,D03,R02,1,14018.49,1962.59,2102.77,1072.41,19156.27
2025-02-01,E0003,D03,R02,1,14018.49,1962.59,2102.77,1072.41,19156.27
2025-03-01,E0003,D03,R02,1,14018.49,1962.59,2102.77,1072.41,19156.27
2025-04-01,E0003,D03,R02,1,14018.49,1962.59,2102.77,1072.41,19156.27
2025-05-01,E0003,D03,R02,1,14018.49,1962.59,2102.77,1072.41,19156.27
2025-06-01,E0003,D03,R02,1,14018.49,1962.59,2102.77,1072.41,19156.27
2025-07-01,E0003,D03,R02,1,14018.49,1962.59,2102.77,1072.41,19156.27
2025-08-01,E0003,D03,R02,1,14018.49,1962.59,2102.77,1072.41,19156.27
2025-09-01,E0003,D03,R02,1,14018.49,1962.59,2102.77,1072.41,19156.27
2025-10-01,E0003,D03,R02,1,14018.49,1962.59,2102.77,1072.41,19156.27
2025-11-01,E0003,D03,R02,1,14018.49,1962.59,2102.77,1072.41,19156.27
2025-12-01,E0003,D03,R02,1,14018.49,1962.59,2102.77,1072.41,19156.27
2026-01-01,E0003,D03,R02,1,14509.14,2031.28,2176.37,1109.95,19826.73
2026-02-01,E0003,D03,R02,1,14509.14,2031.28,2176.37,1109.95,19826.73
2026-03-01,E0003,D03,R02,1,14509.14,2031.28,2176.37,1109.95,19826.73
2026-04-01,E0003,D03,R02,1,14509.14,2031.28,2176.37,1109.95,19826.73
2026-05-01,E0003,D03,R02,1,14509.14,2031.28,2176.37,1109.95,19826.73
2026-06-01,E0003,D03,R02,1,14509.14,2031.28,2176.37,1109.95,19826.73
2023-01-01,E0004,D06,R02,1,19344.76,2708.27,2901.71,1479.87,26434.61
2023-02-01,E0004,D06,R02,1,19344.76,2708.27,2901.71,1479.87,26434.61
2023-03-01,E0004,D06,R02,1,19344.76,2708.27,2901.71,1479.87,26434.61
2023-04-01,E0004,D06,R02,1,19344.76,2708.27,2901.71,1479.87,26434.61
2023-05-01,E0004,D06,R02,1,19344.76,2708.27,2901.71,1479.87,26434.61
2023-06-01,E0004,D06,R02,1,19344.76,2708.27,2901.71,1479.87,26434.61
2023-07-01,E0004,D06,R02,1,19344.76,2708.27,2901.71,1479.87,26434.61
2023-08-01,E0004,D06,R02,1,19344.76,2708.27,2901.71,1479.87,26434.61
2023-09-01,E0004,D06,R02,1,19344.76,2708.27,2901.71,1479.87,26434.61
2023-10-01,E0004,D06,R02,1,19344.76,2708.27,2901.71,1479.87,26434.61
2023-11-01,E0004,D06,R02,1,19344.76,2708.27,2901.71,1479.87,26434.61
2023-12-01,E0004,D06,R02,1,19344.76,2708.27,2901.71,1479.87,26434.61
2024-01-01,E0004,D06,R02,1,20021.82,2803.06,3003.27,1531.67,27359.82
2024-02-01,E0004,D06,R02,1,20021.82,2803.06,3003.27,1531.67,27359.82
2024-03-01,E0004,D06,R02,1,20021.82,2803.06,3003.27,1531.67,27359.82
2024-04-01,E0004,D06,R02,1,20021.82,2803.06,3003.27,1531.67,27359.82
2024-05-01,E0004,D06,R02,1,20021.82,2803.06,3003.27,1531.67,27359.82
2024-06-01,E0004,D06,R02,1,20021.82,2803.06,3003.27,1531.67,27359.82
2024-07-01,E0004,D06,R02,1,20021.82,2803.06,3003.27,1531.67,27359.82
2024-08-01,E0004,D06,R02,1,20021.82,2803.06,3003.27,1531.67,27359.82
2024-09-01,E0004,D06,R02,1,20021.82,2803.06,3003.27,1531.67,27359.82
2024-10-01,E0004,D06,R02,1,20021.82,2803.06,3003.27,1531.67,27359.82
2024-11-01,E0004,D06,R02,1,20021.82,2803.06,3003.27,1531.67,27359.82
2024-12-01,E0004,D06,R02,1,20021.82,2803.06,3003.27,1531.67,27359.82
2025-01-01,E0004,D06,R02,1,20722.59,2901.16,3108.39,1585.28,28317.41
2025-02-01,E0004,D06,R02,1,20722.59,2901.16,3108.39,1585.28,28317.41
2025-03-01,E0004,D06,R02,1,20722.59,2901.16,3108.39,1585.28,28317.41
2025-04-01,E0004,D06,R02,1,20722.59,2901.16,3108.39,1585.28,28317.41
2025-05-01,E0004,D06,R02,1,20722.59,2901.16,3108.39,1585.28,28317.41
2025-06-01,E0004,D06,R02,1,20722.59,2901.16,3108.39,1585.28,28317.41
2025-07-01,E0004,D06,R02,1,20722.59,2901.16,3108.39,1585.28,28317.41
2025-08-01,E0004,D06,R02,1,20722.59,2901.16,3108.39,1585.28,28317.41
2025-09-01,E0004,D06,R02,1,20722.59,2901.16,3108.39,1585.28,28317.41
2025-10-01,E0004,D06,R02,1,20722.59,2901.16,3108.39,1585.28,28317.41
2025-11-01,E0004,D06,R02,1,20722.59,2901.16,3108.39,1585.28,28317.41
2025-12-01,E0004,D06,R02,1,20722.59,2901.16,3108.39,1585.28,28317.41
2026-01-01,E0004,D06,R02,1,21447.88,3002.7,3217.18,1640.76,29308.52
2026-02-01,E0004,D06,R02,1,21447.88,3002.7,3217.18,1640.76,29308.52
2026-03-01,E0004,D06,R02,1,21447.88,3002.7,3217.18,1640.76,29308.52
2026-04-01,E0004,D06,R02,1,21447.88,3002.7,3217.18,1640.76,29308.52
2026-05-01,E0004,D06,R02,1,21447.88,3002.7,3217.18,1640.76,29308.52
2026-06-01,E0004,D06,R02,1,21447.88,3002.7,3217.18,1640.76,29308.52
2023-01-01,E0005,D01,R04,1,11772.77,941.82,1765.92,900.62,15381.12
2023-02-01,E0005,D01,R04,1,11772.77,941.82,1765.92,900.62,15381.12
2023-03-01,E0005,D01,R04,1,11772.77,941.82,1765.92,900.62,15381.12
2023-04-01,E0005,D01,R04,1,11772.77,941.82,1765.92,900.62,15381.12
2023-05-01,E0005,D01,R04,1,11772.77,941.82,1765.92,900.62,15381.12
2023-06-01,E0005,D01,R04,1,11772.77,941.82,1765.92,900.62,15381.12
2023-07-01,E0005,D01,R04,1,11772.77,941.82,1765.92,900.62,15381.12
2023-08-01,E0005,D01,R04,1,11772.77,941.82,1765.92,900.62,15381.12
2023-09-01,E0005,D01,R04,1,11772.77,941.82,1765.92,900.62,15381.12
2023-10-01,E0005,D01,R04,1,11772.77,941.82,1765.92,900.62,15381.12
2023-11-01,E0005,D01,R04,1,11772.77,941.82,1765.92,900.62,15381.12
2023-12-01,E0005,D01,R04,1,11772.77,941.82,1765.92,900.62,15381.12
2024-01-01,E0005,D01,R04,1,12184.81,974.79,1827.72,932.14,15919.46
2024-02-01,E0005,D01,R04,1,12184.81,974.79,1827.72,932.14,15919.46
2024-03-01,E0005,D01,R04,1,12184.81,974.79,1827.72,932.14,15919.46
2024-04-01,E0005,D01,R04,1,12184.81,974.79,1827.72,932.14,15919.46
2024-05-01,E0005,D01,R04,1,12184.81,974.79,1827.72,932.14,15919.46
2024-06-01,E0005,D01,R04,1,12184.81,974.79,1827.72,932.14,15919.46
2024-07-01,E0005,D01,R04,1,12184.81,974.79,1827.72,932.14,15919.46
2024-08-01,E0005,D01,R04,1,12184.81,974.79,1827.72,932.14,15919.46
2024-09-01,E0005,D01,R04,1,12184.81,974.79,1827.72,932.14,15919.46
2024-10-01,E0005,D01,R04,1,12184.81,974.79,1827.72,932.14,15919.46
2024-11-01,E0005,D01,R04,1,12184.81,974.79,1827.72,932.14,15919.46
2024-12-01,E0005,D01,R04,1,12184.81,974.79,1827.72,932.14,15919.46
2025-01-01,E0005,D01,R04,1,12611.28,1008.9,1891.69,964.76,16476.64
2025-02-01,E0005,D01,R04,1,12611.28,1008.9,1891.69,964.76,16476.64
2025-03-01,E0005,D01,R04,1,12611.28,1008.9,1891.69,964.76,16476.64
2025-04-01,E0005,D01,R04,1,12611.28,1008.9,1891.69,964.76,16476.64
2025-05-01,E0005,D01,R04,1,12611.28,1008.9,1891.69,964.76,16476.64
2025-06-01,E0005,D01,R04,1,12611.28,1008.9,1891.69,964.76,16476.64
2025-07-01,E0005,D01,R04,1,12611.28,1008.9,1891.69,964.76,16476.64
2025-08-01,E0005,D01,R04,1,12611.28,1008.9,1891.69,964.76,16476.64
2025-09-01,E0005,D01,R04,1,12611.28,1008.9,1891.69,964.76,16476.64
2025-10-01,E0005,D01,R04,1,12611.28,1008.9,1891.69,964.76,16476.64
2025-11-01,E0005,D01,R04,1,12611.28,1008.9,1891.69,964.76,16476.64
2025-12-01,E0005,D01,R04,1,12611.28,1008.9,1891.69,964.76,16476.64
2026-01-01,E0005,D01,R04,1,13052.68,1044.21,1957.9,998.53,17053.32
2026-02-01,E0005,D01,R04,1,13052.68,1044.21,1957.9,998.53,17053.32
2026-03-01,E0005,D01,R04,1,13052.68,1044.21,1957.9,998.53,17053.32
2026-04-01,E0005,D01,R04,1,13052.68,1044.21,1957.9,998.53,17053.32
2026-05-01,E0005,D01,R04,1,13052.68,1044.21,1957.9,998.53,17053.32
2026-06-01,E0005,D01,R04,1,13052.68,1044.21,1957.9,998.53,17053.32
2023-01-01,E0006,D08,R02,1,9691.39,775.31,1453.71,741.39,12661.81
2023-02-01,E0006,D08,R02,1,9691.39,775.31,1453.71,741.39,12661.81
2023-03-01,E0006,D08,R02,1,9691.39,775.31,1453.71,741.39,12661.81
2023-04-01,E0006,D08,R02,1,9691.39,775.31,1453.71,741.39,12661.81
2023-05-01,E0006,D08,R02,1,9691.39,775.31,1453.71,741.39,12661.81
2023-06-01,E0006,D08,R02,1,9691.39,775.31,1453.71,741.39,12661.81
2023-07-01,E0006,D08,R02,1,9691.39,775.31,1453.71,741.39,12661.81
2023-08-01,E0006,D08,R02,1,9691.39,775.31,1453.71,741.39,12661.81
2023-09-01,E0006,D08,R02,1,9691.39,775.31,1453.71,741.39,12661.81
2023-10-01,E0006,D08,R02,1,9691.39,775.31,1453.71,741.39,12661.81
2023-11-01,E0006,D08,R02,1,9691.39,775.31,1453.71,741.39,12661.81
2023-12-01,E0006,D08,R02,1,9691.39,775.31,1453.71,741.39,12661.81
2024-01-01,E0006,D08,R02,1,10030.59,802.45,1504.59,767.34,13104.97
2024-02-01,E0006,D08,R02,1,10030.59,802.45,1504.59,767.34,13104.97
2024-03-01,E0006,D08,R02,1,10030.59,802.45,1504.59,767.34,13104.97
2024-04-01,E0006,D08,R02,1,10030.59,802.45,1504.59,767.34,13104.97
2024-05-01,E0006,D08,R02,1,10030.59,802.45,1504.59,767.34,13104.97
2024-06-01,E0006,D08,R02,1,10030.59,802.45,1504.59,767.34,13104.97
2024-07-01,E0006,D08,R02,1,10030.59,802.45,1504.59,767.34,13104.97
2024-08-01,E0006,D08,R02,1,10030.59,802.45,1504.59,767.34,13104.97
2024-09-01,E0006,D08,R02,1,10030.59,802.45,1504.59,767.34,13104.97
2024-10-01,E0006,D08,R02,1,10030.59,802.45,1504.59,767.34,13104.97
2024-11-01,E0006,D08,R02,1,10030.59,802.45,1504.59,767.34,13104.97
2024-12-01,E0006,D08,R02,1,10030.59,802.45,1504.59,767.34,13104.97
2025-01-01,E0006,D08,R02,1,10381.66,830.53,1557.25,794.2,13563.64
2025-02-01,E0006,D08,R02,1,10381.66,830.53,1557.25,794.2,13563.64
2025-03-01,E0006,D08,R02,1,10381.66,830.53,1557.25,794.2,13563.64
2025-04-01,E0006,D08,R02,1,10381.66,830.53,1557.25,794.2,13563.64
2025-05-01,E0006,D08,R02,1,10381.66,830.53,1557.25,794.2,13563.64
2025-06-01,E0006,D08,R02,1,10381.66,830.53,1557.25,794.2,13563.64
2025-07-01,E0006,D08,R02,1,10381.66,830.53,1557.25,794.2,13563.64
2025-08-01,E0006,D08,R02,1,10381.66,830.53,1557.25,794.2,13563.64
2025-09-01,E0006,D08,R02,1,10381.66,830.53,1557.25,794.2,13563.64
2025-10-01,E0006,D08,R02,1,10381.66,830.53,1557.25,794.2,13563.64
2025-11-01,E0006,D08,R02,1,10381.66,830.53,1557.25,794.2,13563.64
2025-12-01,E0006,D08,R02,1,10381.66,830.53,1557.25,794.2,13563.64
2026-01-01,E0006,D08,R02,1,10745.02,859.6,1611.75,821.99,14038.37
2026-02-01,E0006,D08,R02,1,10745.02,859.6,1611.75,821.99,14038.37
2026-03-01,E0006,D08,R02,1,10745.02,859.6,1611.75,821.99,14038.37
2026-04-01,E0006,D08,R02,1,10745.02,859.6,1611.75,821.99,14038.37
2026-05-01,E0006,D08,R02,1,10745.02,859.6,1611.75,821.99,14038.37
2026-06-01,E0006,D08,R02,1,10745.02,859.6,1611.75,821.99,14038.37
2023-01-01,E0007,D06,R01,1,21581.88,1726.55,3237.28,1651.01,28196.72
2023-02-01,E0007,D06,R01,1,21581.88,1726.55,3237.28,1651.01,28196.72
2023-03-01,E0007,D06,R01,1,21581.88,1726.55,3237.28,1651.01,28196.72
2023-04-01,E0007,D06,R01,1,21581.88,1726.55,3237.28,1651.01,28196.72
2023-05-01,E0007,D06,R01,1,21581.88,1726.55,3237.28,1651.01,28196.72
2023-06-01,E0007,D06,R01,1,21581.88,1726.55,3237.28,1651.01,28196.72
2023-07-01,E0007,D06,R01,1,21581.88,1726.55,3237.28,1651.01,28196.72
2023-08-01,E0007,D06,R01,1,21581.88,1726.55,3237.28,1651.01,28196.72
2023-09-01,E0007,D06,R01,1,21581.88,1726.55,3237.28,1651.01,28196.72
2023-10-01,E0007,D06,R01,1,21581.88,1726.55,3237.28,1651.01,28196.72
2023-11-01,E0007,D06,R01,1,21581.88,1726.55,3237.28,1651.01,28196.72
2023-12-01,E0007,D06,R01,1,21581.88,1726.55,3237.28,1651.01,28196.72
2024-01-01,E0007,D06,R01,1,22337.24,1786.98,3350.59,1708.8,29183.61
2024-02-01,E0007,D06,R01,1,22337.24,1786.98,3350.59,1708.8,29183.61
2024-03-01,E0007,D06,R01,1,22337.24,1786.98,3350.59,1708.8,29183.61
2024-04-01,E0007,D06,R01,1,22337.24,1786.98,3350.59,1708.8,29183.61
2024-05-01,E0007,D06,R01,1,22337.24,1786.98,3350.59,1708.8,29183.61
2024-06-01,E0007,D06,R01,1,22337.24,1786.98,3350.59,1708.8,29183.61
2024-07-01,E0007,D06,R01,1,22337.24,1786.98,3350.59,1708.8,29183.61
2024-08-01,E0007,D06,R01,1,22337.24,1786.98,3350.59,1708.8,29183.61
2024-09-01,E0007,D06,R01,1,22337.24,1786.98,3350.59,1708.8,29183.61
2024-10-01,E0007,D06,R01,1,22337.24,1786.98,3350.59,1708.8,29183.61
2024-11-01,E0007,D06,R01,1,22337.24,1786.98,3350.59,1708.8,29183.61
2024-12-01,E0007,D06,R01,1,22337.24,1786.98,3350.59,1708.8,29183.61
2025-01-01,E0007,D06,R01,1,23119.05,1849.52,3467.86,1768.61,30205.04
2025-02-01,E0007,D06,R01,1,23119.05,1849.52,3467.86,1768.61,30205.04
2025-03-01,E0007,D06,R01,1,23119.05,1849.52,3467.86,1768.61,30205.04
2025-04-01,E0007,D06,R01,1,23119.05,1849.52,3467.86,1768.61,30205.04
2025-05-01,E0007,D06,R01,1,23119.05,1849.52,3467.86,1768.61,30205.04
2025-06-01,E0007,D06,R01,1,23119.05,1849.52,3467.86,1768.61,30205.04
2025-07-01,E0007,D06,R01,1,23119.05,1849.52,3467.86,1768.61,30205.04
2025-08-01,E0007,D06,R01,1,23119.05,1849.52,3467.86,1768.61,30205.04
2025-09-01,E0007,D06,R01,1,23119.05,1849.52,3467.86,1768.61,30205.04
2025-10-01,E0007,D06,R01,1,23119.05,1849.52,3467.86,1768.61,30205.04
2025-11-01,E0007,D06,R01,1,23119.05,1849.52,3467.86,1768.61,30205.04
2025-12-01,E0007,D06,R01,1,23119.05,1849.52,3467.86,1768.61,30205.04
2026-01-01,E0007,D06,R01,1,23928.21,1914.26,3589.23,1830.51,31262.21
2026-02-01,E0007,D06,R01,1,23928.21,1914.26,3589.23,1830.51,31262.21
2026-03-01,E0007,D06,R01,1,23928.21,1914.26,3589.23,1830.51,31262.21
2026-04-01,E0007,D06,R01,1,23928.21,1914.26,3589.23,1830.51,31262.21
2026-05-01,E0007,D06,R01,1,23928.21,1914.26,3589.23,1830.51,31262.21
2026-06-01,E0007,D06,R01,1,23928.21,1914.26,3589.23,1830.51,31262.21
2023-01-01,E0008,D04,R02,1,7564.03,1512.81,1134.6,578.65,10790.08
2023-02-01,E0008,D04,R02,1,7564.03,1512.81,1134.6,578.65,10790.08
2023-03-01,E0008,D04,R02,1,7564.03,1512.81,1134.6,578.65,10790.08
2023-04-01,E0008,D04,R02,1,7564.03,1512.81,1134.6,578.65,10790.08
2023-05-01,E0008,D04,R02,1,7564.03,1512.81,1134.6,578.65,10790.08
2023-06-01,E0008,D04,R02,1,7564.03,1512.81,1134.6,578.65,10790.08
2023-07-01,E0008,D04,R02,1,7564.03,1512.81,1134.6,578.65,10790.08
2023-08-01,E0008,D04,R02,1,7564.03,1512.81,1134.6,578.65,10790.08
2023-09-01,E0008,D04,R02,1,7564.03,1512.81,1134.6,578.65,10790.08
2023-10-01,E0008,D04,R02,1,7564.03,1512.81,1134.6,578.65,10790.08
2023-11-01,E0008,D04,R02,1,7564.03,1512.81,1134.6,578.65,10790.08
2023-12-01,E0008,D04,R02,1,7564.03,1512.81,1134.6,578.65,10790.08
2024-01-01,E0008,D04,R02,1,7828.77,1565.75,1174.32,598.9,11167.74
2024-02-01,E0008,D04,R02,1,7828.77,1565.75,1174.32,598.9,11167.74
2024-03-01,E0008,D04,R02,1,7828.77,1565.75,1174.32,598.9,11167.74
2024-04-01,E0008,D04,R02,1,7828.77,1565.75,1174.32,598.9,11167.74
2024-05-01,E0008,D04,R02,1,7828.77,1565.75,1174.32,598.9,11167.74
2024-06-01,E0008,D04,R02,1,7828.77,1565.75,1174.32,598.9,11167.74
2024-07-01,E0008,D04,R02,1,7828.77,1565.75,1174.32,598.9,11167.74
2024-08-01,E0008,D04,R02,1,7828.77,1565.75,1174.32,598.9,11167.74
2024-09-01,E0008,D04,R02,1,7828.77,1565.75,1174.32,598.9,11167.74
2024-10-01,E0008,D04,R02,1,7828.77,1565.75,1174.32,598.9,11167.74
2024-11-01,E0008,D04,R02,1,7828.77,1565.75,1174.32,598.9,11167.74
2024-12-01,E0008,D04,R02,1,7828.77,1565.75,1174.32,598.9,11167.74
2025-01-01,E0008,D04,R02,1,8102.77,1620.55,1215.42,619.86,11558.61
2025-02-01,E0008,D04,R02,1,8102.77,1620.55,1215.42,619.86,11558.61
