month_start,customer_id,region_id,segment,plan_tier,opening_mrr_usd,new_mrr_usd,expansion_mrr_usd,contraction_mrr_usd,churn_mrr_usd,ending_mrr_usd,recognized_revenue_usd
2026-04-01,C0001,R03,Enterprise,Enterprise Suite,157805.49,0,4734.16,0,0,162539.65,160172.57
2026-05-01,C0001,R03,Enterprise,Enterprise Suite,162539.65,0,0,0,0,162539.65,162539.65
2026-06-01,C0001,R03,Enterprise,Enterprise Suite,162539.65,0,0,0,0,162539.65,162539.65
2023-01-01,C0002,R03,Mid-Market,Business,5968.88,0,0,0,0,5968.88,5968.88
2023-02-01,C0002,R03,Mid-Market,Business,5968.88,0,0,0,0,5968.88,5968.88
2023-03-01,C0002,R03,Mid-Market,Business,5968.88,0,0,0,0,5968.88,5968.88
2023-04-01,C0002,R03,Mid-Market,Business,5968.88,0,0,0,0,5968.88,5968.88
2023-05-01,C0002,R03,Mid-Market,Business,5968.88,0,0,0,0,5968.88,5968.88
2023-06-01,C0002,R03,Mid-Market,Business,5968.88,0,0,0,0,5968.88,5968.88
2023-07-01,C0002,R03,Mid-Market,Business,5968.88,0,0,0,0,5968.88,5968.88
2023-08-01,C0002,R03,Mid-Market,Business,5968.88,0,0,0,0,5968.88,5968.88
2023-09-01,C0002,R03,Mid-Market,Business,5968.88,0,0,0,0,5968.88,5968.88
2023-10-01,C0002,R03,Mid-Market,Business,5968.88,0,0,0,0,5968.88,5968.88
2023-11-01,C0002,R03,Mid-Market,Business,5968.88,0,268.6,237.3,0,6000.18,5984.53
2023-12-01,C0002,R03,Mid-Market,Business,6000.18,0,0,0,0,6000.18,6000.18
2024-01-01,C0002,R03,Mid-Market,Business,6000.18,0,0,0,0,6000.18,6000.18
2024-02-01,C0002,R03,Mid-Market,Business,6000.18,0,0,0,0,6000.18,6000.18
2024-03-01,C0002,R03,Mid-Market,Business,6000.18,0,0,0,0,6000.18,6000.18
2024-04-01,C0002,R03,Mid-Market,Business,6000.18,0,0,0,0,6000.18,6000.18
2024-05-01,C0002,R03,Mid-Market,Business,6000.18,0,0,0,0,6000.18,6000.18
2024-06-01,C0002,R03,Mid-Market,Business,6000.18,0,0,0,0,6000.18,6000.18
2024-07-01,C0002,R03,Mid-Market,Business,6000.18,0,0,0,0,6000.18,6000.18
2024-08-01,C0002,R03,Mid-Market,Business,6000.18,0,0,0,0,6000.18,6000.18
2024-09-01,C0002,R03,Mid-Market,Business,6000.18,0,0,0,0,6000.18,6000.18
2024-10-01,C0002,R03,Mid-Market,Business,6000.18,0,0,0,0,6000.18,6000.18
2024-11-01,C0002,R03,Mid-Market,Business,6000.18,0,180.01,0,0,6180.18,6090.18
2024-12-01,C0002,R03,Mid-Market,Business,6180.18,0,0,0,0,6180.18,6180.18
2025-01-01,C0002,R03,Mid-Market,Business,6180.18,0,0,0,0,6180.18,6180.18
2025-02-01,C0002,R03,Mid-Market,Business,6180.18,0,0,0,0,6180.18,6180.18
2025-03-01,C0002,R03,Mid-Market,Business,6180.18,0,0,0,0,6180.18,6180.18
2025-04-01,C0002,R03,Mid-Market,Business,6180.18,0,0,0,0,6180.18,6180.18
2025-05-01,C0002,R03,Mid-Market,Business,6180.18,0,0,0,0,6180.18,6180.18
2025-06-01,C0002,R03,Mid-Market,Business,6180.18,0,0,0,0,6180.18,6180.18
2025-07-01,C0002,R03,Mid-Market,Business,6180.18,0,0,0,0,6180.18,6180.18
2025-08-01,C0002,R03,Mid-Market,Business,6180.18,0,0,0,0,6180.18,6180.18
2025-09-01,C0002,R03,Mid-Market,Business,6180.18,0,0,0,0,6180.18,6180.18
2025-10-01,C0002,R03,Mid-Market,Business,6180.18,0,0,0,0,6180.18,6180.18
2025-11-01,C0002,R03,Mid-Market,Business,6180.18,0,185.41,0,0,6365.59,6272.89
2025-12-01,C0002,R03,Mid-Market,Business,6365.59,0,0,0,0,6365.59,6365.59
2026-01-01,C0002,R03,Mid-Market,Business,6365.59,0,0,0,0,6365.59,6365.59
2026-02-01,C0002,R03,Mid-Market,Business,6365.59,0,0,0,0,6365.59,6365.59
2026-03-01,C0002,R03,Mid-Market,Business,6365.59,0,0,0,0,6365.59,6365.59
2026-04-01,C0002,R03,Mid-Market,Business,6365.59,0,0,0,0,6365.59,6365.59
2026-05-01,C0002,R03,Mid-Market,Business,6365.59,0,0,0,0,6365.59,6365.59
2026-06-01,C0002,R03,Mid-Market,Business,6365.59,0,0,0,0,6365.59,6365.59
2023-11-01,C0003,R02,SMB,Core,0,3554.69,0,0,0,3554.69,1777.35
2023-12-01,C0003,R02,SMB,Core,3554.69,0,0,0,0,3554.69,3554.69
2024-01-01,C0003,R02,SMB,Core,3554.69,0,0,0,0,3554.69,3554.69
2024-02-01,C0003,R02,SMB,Core,3554.69,0,0,0,0,3554.69,3554.69
2024-03-01,C0003,R02,SMB,Core,3554.69,0,0,0,0,3554.69,3554.69
2024-04-01,C0003,R02,SMB,Core,3554.69,0,0,0,0,3554.69,3554.69
2024-05-01,C0003,R02,SMB,Core,3554.69,0,0,0,0,3554.69,3554.69
2024-06-01,C0003,R02,SMB,Core,3554.69,0,0,0,0,3554.69,3554.69
2024-07-01,C0003,R02,SMB,Core,3554.69,0,0,0,0,3554.69,3554.69
2024-08-01,C0003,R02,SMB,Core,3554.69,0,0,0,0,3554.69,3554.69
2024-09-01,C0003,R02,SMB,Core,3554.69,0,0,0,0,3554.69,3554.69
2024-10-01,C0003,R02,SMB,Core,3554.69,0,0,0,0,3554.69,3554.69
2024-11-01,C0003,R02,SMB,Core,3554.69,0,106.64,0,0,3661.33,3608.01
2024-12-01,C0003,R02,SMB,Core,3661.33,0,0,0,0,3661.33,3661.33
2025-01-01,C0003,R02,SMB,Core,3661.33,0,0,0,0,3661.33,3661.33
2025-02-01,C0003,R02,SMB,Core,3661.33,0,0,0,0,3661.33,3661.33
2025-03-01,C0003,R02,SMB,Core,3661.33,0,0,0,0,3661.33,3661.33
2025-04-01,C0003,R02,SMB,Core,3661.33,0,0,0,0,3661.33,3661.33
2025-05-01,C0003,R02,SMB,Core,3661.33,0,0,0,0,3661.33,3661.33
2025-06-01,C0003,R02,SMB,Core,3661.33,0,0,0,0,3661.33,3661.33
2025-07-01,C0003,R02,SMB,Core,3661.33,0,0,0,0,3661.33,3661.33
2025-08-01,C0003,R02,SMB,Core,3661.33,0,0,0,0,3661.33,3661.33
2025-09-01,C0003,R02,SMB,Core,3661.33,0,0,0,0,3661.33,3661.33
2025-10-01,C0003,R02,SMB,Core,3661.33,0,0,0,0,3661.33,3661.33
2025-11-01,C0003,R02,SMB,Core,3661.33,0,312.5,0,0,3973.84,3817.58
2025-12-01,C0003,R02,SMB,Core,3973.84,0,0,0,0,3973.84,3973.84
2026-01-01,C0003,R02,SMB,Core,3973.84,0,0,0,0,3973.84,3973.84
2026-02-01,C0003,R02,SMB,Core,3973.84,0,0,0,0,3973.84,3973.84
2026-03-01,C0003,R02,SMB,Core,3973.84,0,0,0,0,3973.84,3973.84
2026-04-01,C0003,R02,SMB,Core,3973.84,0,0,0,0,3973.84,3973.84
2026-05-01,C0003,R02,SMB,Core,3973.84,0,0,0,0,3973.84,3973.84
2026-06-01,C0003,R02,SMB,Core,3973.84,0,0,0,0,3973.84,3973.84
2023-01-01,C0004,R03,Enterprise,Enterprise Suite,37635.49,0,0,0,0,37635.49,37635.49
2023-02-01,C0004,R03,Enterprise,Enterprise Suite,37635.49,0,1129.06,0,0,38764.55,38200.02
2023-03-01,C0004,R03,Enterprise,Enterprise Suite,38764.55,0,0,0,0,38764.55,38764.55
2023-04-01,C0004,R03,Enterprise,Enterprise Suite,38764.55,0,0,0,0,38764.55,38764.55
2023-05-01,C0004,R03,Enterprise,Enterprise Suite,38764.55,0,0,0,0,38764.55,38764.55
2023-06-01,C0004,R03,Enterprise,Enterprise Suite,38764.55,0,0,0,0,38764.55,38764.55
2023-07-01,C0004,R03,Enterprise,Enterprise Suite,38764.55,0,0,0,0,38764.55,38764.55
2023-08-01,C0004,R03,Enterprise,Enterprise Suite,38764.55,0,0,0,0,38764.55,38764.55
2023-09-01,C0004,R03,Enterprise,Enterprise Suite,38764.55,0,0,0,0,38764.55,38764.55
2023-10-01,C0004,R03,Enterprise,Enterprise Suite,38764.55,0,0,0,0,38764.55,38764.55
2023-11-01,C0004,R03,Enterprise,Enterprise Suite,38764.55,0,0,0,0,38764.55,38764.55
2023-12-01,C0004,R03,Enterprise,Enterprise Suite,38764.55,0,0,0,0,38764.55,38764.55
2024-01-01,C0004,R03,Enterprise,Enterprise Suite,38764.55,0,0,0,0,38764.55,38764.55
2024-02-01,C0004,R03,Enterprise,Enterprise Suite,38764.55,0,2412.62,0,0,41177.17,39970.86
2024-03-01,C0004,R03,Enterprise,Enterprise Suite,41177.17,0,0,0,0,41177.17,41177.17
2024-04-01,C0004,R03,Enterprise,Enterprise Suite,41177.17,0,0,0,0,41177.17,41177.17
2024-05-01,C0004,R03,Enterprise,Enterprise Suite,41177.17,0,0,0,0,41177.17,41177.17
2024-06-01,C0004,R03,Enterprise,Enterprise Suite,41177.17,0,0,0,0,41177.17,41177.17
2024-07-01,C0004,R03,Enterprise,Enterprise Suite,41177.17,0,0,0,0,41177.17,41177.17
2024-08-01,C0004,R03,Enterprise,Enterprise Suite,41177.17,0,0,0,0,41177.17,41177.17
2024-09-01,C0004,R03,Enterprise,Enterprise Suite,41177.17,0,0,0,0,41177.17,41177.17
2024-10-01,C0004,R03,Enterprise,Enterprise Suite,41177.17,0,0,0,0,41177.17,41177.17
2024-11-01,C0004,R03,Enterprise,Enterprise Suite,41177.17,0,0,0,0,41177.17,41177.17
2024-12-01,C0004,R03,Enterprise,Enterprise Suite,41177.17,0,0,0,0,41177.17,41177.17
2025-01-01,C0004,R03,Enterprise,Enterprise Suite,41177.17,0,0,0,0,41177.17,41177.17
2025-02-01,C0004,R03,Enterprise,Enterprise Suite,41177.17,0,5725.45,0,0,46902.62,44039.9
2025-03-01,C0004,R03,Enterprise,Enterprise Suite,46902.62,0,0,0,0,46902.62,46902.62
2025-04-01,C0004,R03,Enterprise,Enterprise Suite,46902.62,0,0,0,0,46902.62,46902.62
2025-05-01,C0004,R03,Enterprise,Enterprise Suite,46902.62,0,0,0,0,46902.62,46902.62
2025-06-01,C0004,R03,Enterprise,Enterprise Suite,46902.62,0,0,0,0,46902.62,46902.62
2025-07-01,C0004,R03,Enterprise,Enterprise Suite,46902.62,0,0,0,0,46902.62,46902.62
2025-08-01,C0004,R03,Enterprise,Enterprise Suite,46902.62,0,0,0,0,46902.62,46902.62
2025-09-01,C0004,R03,Enterprise,Enterprise Suite,46902.62,0,0,0,0,46902.62,46902.62
2025-10-01,C0004,R03,Enterprise,Enterprise Suite,46902.62,0,0,0,0,46902.62,46902.62
2025-11-01,C0004,R03,Enterprise,Enterprise Suite,46902.62,0,0,0,0,46902.62,46902.62
2025-12-01,C0004,R03,Enterprise,Enterprise Suite,46902.62,0,0,0,0,46902.62,46902.62
2026-01-01,C0004,R03,Enterprise,Enterprise Suite,46902.62,0,0,0,0,46902.62,46902.62
2026-02-01,C0004,R03,Enterprise,Enterprise Suite,46902.62,0,4404.99,0,0,51307.61,49105.12
2026-03-01,C0004,R03,Enterprise,Enterprise Suite,51307.61,0,0,0,0,51307.61,51307.61
2026-04-01,C0004,R03,Enterprise,Enterprise Suite,51307.61,0,0,0,0,51307.61,51307.61
2026-05-01,C0004,R03,Enterprise,Enterprise Suite,51307.61,0,0,0,0,51307.61,51307.61
2026-06-01,C0004,R03,Enterprise,Enterprise Suite,51307.61,0,0,0,0,51307.61,51307.61
2023-01-01,C0005,R04,Mid-Market,Business,12649.01,0,0,0,0,12649.01,12649.01
2023-02-01,C0005,R04,Mid-Market,Business,12649.01,0,1044.54,313.57,0,13379.99,13014.5
2023-03-01,C0005,R04,Mid-Market,Business,13379.99,0,0,0,0,13379.99,13379.99
2023-04-01,C0005,R04,Mid-Market,Business,13379.99,0,0,0,0,13379.99,13379.99
2023-05-01,C0005,R04,Mid-Market,Business,13379.99,0,0,0,0,13379.99,13379.99
2023-06-01,C0005,R04,Mid-Market,Business,13379.99,0,0,0,0,13379.99,13379.99
2023-07-01,C0005,R04,Mid-Market,Business,13379.99,0,0,0,0,13379.99,13379.99
2023-08-01,C0005,R04,Mid-Market,Business,13379.99,0,0,0,0,13379.99,13379.99
2023-09-01,C0005,R04,Mid-Market,Business,13379.99,0,0,0,0,13379.99,13379.99
2023-10-01,C0005,R04,Mid-Market,Business,13379.99,0,0,0,0,13379.99,13379.99
2023-11-01,C0005,R04,Mid-Market,Business,13379.99,0,0,0,0,13379.99,13379.99
2023-12-01,C0005,R04,Mid-Market,Business,13379.99,0,0,0,0,13379.99,13379.99
2024-01-01,C0005,R04,Mid-Market,Business,13379.99,0,0,0,0,13379.99,13379.99
2024-02-01,C0005,R04,Mid-Market,Business,13379.99,0,401.4,0,0,13781.39,13580.69
2024-03-01,C0005,R04,Mid-Market,Business,13781.39,0,0,0,0,13781.39,13781.39
2024-04-01,C0005,R04,Mid-Market,Business,13781.39,0,0,0,0,13781.39,13781.39
2024-05-01,C0005,R04,Mid-Market,Business,13781.39,0,0,0,0,13781.39,13781.39
2024-06-01,C0005,R04,Mid-Market,Business,13781.39,0,0,0,0,13781.39,13781.39
2024-07-01,C0005,R04,Mid-Market,Business,13781.39,0,0,0,0,13781.39,13781.39
2024-08-01,C0005,R04,Mid-Market,Business,13781.39,0,0,0,0,13781.39,13781.39
2024-09-01,C0005,R04,Mid-Market,Business,13781.39,0,0,0,0,13781.39,13781.39
2024-10-01,C0005,R04,Mid-Market,Business,13781.39,0,0,0,0,13781.39,13781.39
2024-11-01,C0005,R04,Mid-Market,Business,13781.39,0,0,0,0,13781.39,13781.39
2024-12-01,C0005,R04,Mid-Market,Business,13781.39,0,0,0,0,13781.39,13781.39
2025-01-01,C0005,R04,Mid-Market,Business,13781.39,0,0,0,0,13781.39,13781.39
2025-02-01,C0005,R04,Mid-Market,Business,13781.39,0,413.44,0,0,14194.83,13988.11
2025-03-01,C0005,R04,Mid-Market,Business,14194.83,0,0,0,0,14194.83,14194.83
2025-04-01,C0005,R04,Mid-Market,Business,14194.83,0,0,0,0,14194.83,14194.83
2025-05-01,C0005,R04,Mid-Market,Business,14194.83,0,0,0,0,14194.83,14194.83
2025-06-01,C0005,R04,Mid-Market,Business,14194.83,0,0,0,0,14194.83,14194.83
2025-07-01,C0005,R04,Mid-Market,Business,14194.83,0,0,0,0,14194.83,14194.83
2025-08-01,C0005,R04,Mid-Market,Business,14194.83,0,0,0,0,14194.83,14194.83
2025-09-01,C0005,R04,Mid-Market,Business,14194.83,0,0,0,0,14194.83,14194.83
2025-10-01,C0005,R04,Mid-Market,Business,14194.83,0,0,0,0,14194.83,14194.83
2025-11-01,C0005,R04,Mid-Market,Business,14194.83,0,0,0,0,14194.83,14194.83
2025-12-01,C0005,R04,Mid-Market,Business,14194.83,0,0,0,0,14194.83,14194.83
2026-01-01,C0005,R04,Mid-Market,Business,14194.83,0,0,0,0,14194.83,14194.83
2026-02-01,C0005,R04,Mid-Market,Business,14194.83,0,425.84,0,0,14620.67,14407.75
2026-03-01,C0005,R04,Mid-Market,Business,14620.67,0,0,0,0,14620.67,14620.67
2026-04-01,C0005,R04,Mid-Market,Business,14620.67,0,0,0,0,14620.67,14620.67
2026-05-01,C0005,R04,Mid-Market,Business,14620.67,0,0,0,0,14620.67,14620.67
2026-06-01,C0005,R04,Mid-Market,Business,14620.67,0,0,0,0,14620.67,14620.67
2024-08-01,C0006,R01,Mid-Market,Business,0,12430.07,0,0,0,12430.07,6215.03
2024-09-01,C0006,R01,Mid-Market,Business,12430.07,0,0,0,0,12430.07,12430.07
2024-10-01,C0006,R01,Mid-Market,Business,12430.07,0,0,0,0,12430.07,12430.07
2024-11-01,C0006,R01,Mid-Market,Business,12430.07,0,0,0,0,12430.07,12430.07
2024-12-01,C0006,R01,Mid-Market,Business,12430.07,0,0,0,0,12430.07,12430.07
2025-01-01,C0006,R01,Mid-Market,Business,12430.07,0,0,0,0,12430.07,12430.07
2025-02-01,C0006,R01,Mid-Market,Business,12430.07,0,0,0,0,12430.07,12430.07
2025-03-01,C0006,R01,Mid-Market,Business,12430.07,0,0,0,0,12430.07,12430.07
2025-04-01,C0006,R01,Mid-Market,Business,12430.07,0,0,0,0,12430.07,12430.07
2025-05-01,C0006,R01,Mid-Market,Business,12430.07,0,0,0,0,12430.07,12430.07
2025-06-01,C0006,R01,Mid-Market,Business,12430.07,0,0,0,0,12430.07,12430.07
2025-07-01,C0006,R01,Mid-Market,Business,12430.07,0,0,0,0,12430.07,12430.07
2025-08-01,C0006,R01,Mid-Market,Business,12430.07,0,372.9,1064.82,0,11738.15,12084.11
2025-09-01,C0006,R01,Mid-Market,Business,11738.15,0,0,0,0,11738.15,11738.15
2025-10-01,C0006,R01,Mid-Market,Business,11738.15,0,0,0,0,11738.15,11738.15
2025-11-01,C0006,R01,Mid-Market,Business,11738.15,0,0,0,0,11738.15,11738.15
2025-12-01,C0006,R01,Mid-Market,Business,11738.15,0,0,0,0,11738.15,11738.15
2026-01-01,C0006,R01,Mid-Market,Business,11738.15,0,0,0,0,11738.15,11738.15
2026-02-01,C0006,R01,Mid-Market,Business,11738.15,0,0,0,0,11738.15,11738.15
2026-03-01,C0006,R01,Mid-Market,Business,11738.15,0,0,0,0,11738.15,11738.15
2026-04-01,C0006,R01,Mid-Market,Business,11738.15,0,0,0,0,11738.15,11738.15
2026-05-01,C0006,R01,Mid-Market,Business,11738.15,0,0,0,0,11738.15,11738.15
2026-06-01,C0006,R01,Mid-Market,Business,11738.15,0,0,0,0,11738.15,11738.15
2023-01-01,C0007,R01,Mid-Market,Business,8825.06,0,0,0,0,8825.06,8825.06
2023-02-01,C0007,R01,Mid-Market,Business,8825.06,0,0,0,0,8825.06,8825.06
2023-03-01,C0007,R01,Mid-Market,Business,8825.06,0,0,0,0,8825.06,8825.06
2023-04-01,C0007,R01,Mid-Market,Business,8825.06,0,0,0,0,8825.06,8825.06
2023-05-01,C0007,R01,Mid-Market,Business,8825.06,0,0,0,0,8825.06,8825.06
2023-06-01,C0007,R01,Mid-Market,Business,8825.06,0,0,0,0,8825.06,8825.06
2023-07-01,C0007,R01,Mid-Market,Business,8825.06,0,0,0,0,8825.06,8825.06
2023-08-01,C0007,R01,Mid-Market,Business,8825.06,0,0,0,0,8825.06,8825.06
2023-09-01,C0007,R01,Mid-Market,Business,8825.06,0,264.75,0,0,9089.81,8957.43
2023-10-01,C0007,R01,Mid-Market,Business,9089.81,0,0,0,0,9089.81,9089.81
2023-11-01,C0007,R01,Mid-Market,Business,9089.81,0,0,0,0,9089.81,9089.81
2023-12-01,C0007,R01,Mid-Market,Business,9089.81,0,0,0,0,9089.81,9089.81
2024-01-01,C0007,R01,Mid-Market,Business,9089.81,0,0,0,0,9089.81,9089.81
2024-02-01,C0007,R01,Mid-Market,Business,9089.81,0,0,0,0,9089.81,9089.81
2024-03-01,C0007,R01,Mid-Market,Business,9089.81,0,0,0,0,9089.81,9089.81
2024-04-01,C0007,R01,Mid-Market,Business,9089.81,0,0,0,0,9089.81,9089.81
2024-05-01,C0007,R01,Mid-Market,Business,9089.81,0,0,0,0,9089.81,9089.81
2024-06-01,C0007,R01,Mid-Market,Business,9089.81,0,0,0,0,9089.81,9089.81
2024-07-01,C0007,R01,Mid-Market,Business,9089.81,0,0,0,0,9089.81,9089.81
2024-08-01,C0007,R01,Mid-Market,Business,9089.81,0,0,0,0,9089.81,9089.81
2024-09-01,C0007,R01,Mid-Market,Business,9089.81,0,909.83,0,0,9999.64,9544.72
2024-10-01,C0007,R01,Mid-Market,Business,9999.64,0,0,0,0,9999.64,9999.64
2024-11-01,C0007,R01,Mid-Market,Business,9999.64,0,0,0,0,9999.64,9999.64
2024-12-01,C0007,R01,Mid-Market,Business,9999.64,0,0,0,0,9999.64,9999.64
2025-01-01,C0007,R01,Mid-Market,Business,9999.64,0,0,0,0,9999.64,9999.64
2025-02-01,C0007,R01,Mid-Market,Business,9999.64,0,0,0,0,9999.64,9999.64
2025-03-01,C0007,R01,Mid-Market,Business,9999.64,0,0,0,0,9999.64,9999.64
2025-04-01,C0007,R01,Mid-Market,Business,9999.64,0,0,0,0,9999.64,9999.64
2025-05-01,C0007,R01,Mid-Market,Business,9999.64,0,0,0,0,9999.64,9999.64
2025-06-01,C0007,R01,Mid-Market,Business,9999.64,0,0,0,0,9999.64,9999.64
2025-07-01,C0007,R01,Mid-Market,Business,9999.64,0,0,0,0,9999.64,9999.64
2025-08-01,C0007,R01,Mid-Market,Business,9999.64,0,0,0,0,9999.64,9999.64
2025-09-01,C0007,R01,Mid-Market,Business,9999.64,0,778.51,0,0,10778.15,10388.89
2025-10-01,C0007,R01,Mid-Market,Business,10778.15,0,0,0,0,10778.15,10778.15
2025-11-01,C0007,R01,Mid-Market,Business,10778.15,0,0,0,0,10778.15,10778.15
2025-12-01,C0007,R01,Mid-Market,Business,10778.15,0,0,0,0,10778.15,10778.15
2026-01-01,C0007,R01,Mid-Market,Business,10778.15,0,0,0,0,10778.15,10778.15
2026-02-01,C0007,R01,Mid-Market,Business,10778.15,0,0,0,0,10778.15,10778.15
2026-03-01,C0007,R01,Mid-Market,Business,10778.15,0,0,0,0,10778.15,10778.15
2026-04-01,C0007,R01,Mid-Market,Business,10778.15,0,0,0,0,10778.15,10778.15
2026-05-01,C0007,R01,Mid-Market,Business,10778.15,0,0,0,0,10778.15,10778.15
2026-06-01,C0007,R01,Mid-Market,Business,10778.15,0,0,0,0,10778.15,10778.15
2023-01-01,C0008,R02,Mid-Market,Business,21357.06,0,2598.79,0,0,23955.85,22656.45
2023-02-01,C0008,R02,Mid-Market,Business,23955.85,0,0,0,0,23955.85,23955.85
2023-03-01,C0008,R02,Mid-Market,Business,23955.85,0,0,0,0,23955.85,23955.85
2023-04-01,C0008,R02,Mid-Market,Business,23955.85,0,0,0,0,23955.85,23955.85
2023-05-01,C0008,R02,Mid-Market,Business,23955.85,0,0,0,0,23955.85,23955.85
2023-06-01,C0008,R02,Mid-Market,Business,23955.85,0,0,0,0,23955.85,23955.85
2023-07-01,C0008,R02,Mid-Market,Business,23955.85,0,0,0,0,23955.85,23955.85
2023-08-01,C0008,R02,Mid-Market,Business,23955.85,0,0,0,0,23955.85,23955.85
2023-09-01,C0008,R02,Mid-Market,Business,23955.85,0,0,0,0,23955.85,23955.85
2023-10-01,C0008,R02,Mid-Market,Business,23955.85,0,0,0,0,23955.85,23955.85
2023-11-01,C0008,R02,Mid-Market,Business,23955.85,0,0,0,0,23955.85,23955.85
2023-12-01,C0008,R02,Mid-Market,Business,23955.85,0,0,0,0,23955.85,23955.85
2024-01-01,C0008,R02,Mid-Market,Business,23955.85,0,1381.03,0,0,25336.88,24646.36
2024-02-01,C0008,R02,Mid-Market,Business,25336.88,0,0,0,0,25336.88,25336.88
2024-03-01,C0008,R02,Mid-Market,Business,25336.88,0,0,0,0,25336.88,25336.88
2024-04-01,C0008,R02,Mid-Market,Business,25336.88,0,0,0,0,25336.88,25336.88
2024-05-01,C0008,R02,Mid-Market,Business,25336.88,0,0,0,0,25336.88,25336.88
2024-06-01,C0008,R02,Mid-Market,Business,25336.88,0,0,0,0,25336.88,25336.88
2024-07-01,C0008,R02,Mid-Market,Business,25336.88,0,0,0,0,25336.88,25336.88
2024-08-01,C0008,R02,Mid-Market,Business,25336.88,0,0,0,0,25336.88,25336.88
