month_start,scenario,account_id,account_code,account_name,statement_section,pnl_line,sort_order,department_id,department_name,function_group,region_id,region_name,business_line,customer_id,project_id,amount_usd
2026-04-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0002,"",6365.59
2026-05-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0002,"",6365.59
2026-06-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0002,"",6365.59
2023-11-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",1777.35
2023-12-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3554.69
2024-01-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3554.69
2024-02-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3554.69
2024-03-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3554.69
2024-04-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3554.69
2024-05-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3554.69
2024-06-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3554.69
2024-07-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3554.69
2024-08-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3554.69
2024-09-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3554.69
2024-10-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3554.69
2024-11-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3608.01
2024-12-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3661.33
2025-01-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3661.33
2025-02-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3661.33
2025-03-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3661.33
2025-04-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3661.33
2025-05-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3661.33
2025-06-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3661.33
2025-07-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3661.33
2025-08-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3661.33
2025-09-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3661.33
2025-10-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3661.33
2025-11-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3817.58
2025-12-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3973.84
2026-01-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3973.84
2026-02-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3973.84
2026-03-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3973.84
2026-04-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3973.84
2026-05-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3973.84
2026-06-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R02,"US Central",Subscription,C0003,"",3973.84
2023-01-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",37635.49
2023-02-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",38200.02
2023-03-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",38764.55
2023-04-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",38764.55
2023-05-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",38764.55
2023-06-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",38764.55
2023-07-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",38764.55
2023-08-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",38764.55
2023-09-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",38764.55
2023-10-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",38764.55
2023-11-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",38764.55
2023-12-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",38764.55
2024-01-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",38764.55
2024-02-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",39970.86
2024-03-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",41177.17
2024-04-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",41177.17
2024-05-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",41177.17
2024-06-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",41177.17
2024-07-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",41177.17
2024-08-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",41177.17
2024-09-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",41177.17
2024-10-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",41177.17
2024-11-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",41177.17
2024-12-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",41177.17
2025-01-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",41177.17
2025-02-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",44039.9
2025-03-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",46902.62
2025-04-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",46902.62
2025-05-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",46902.62
2025-06-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",46902.62
2025-07-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",46902.62
2025-08-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",46902.62
2025-09-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",46902.62
2025-10-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",46902.62
2025-11-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",46902.62
2025-12-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",46902.62
2026-01-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",46902.62
2026-02-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",49105.12
2026-03-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",51307.61
2026-04-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",51307.61
2026-05-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",51307.61
2026-06-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R03,"US East",Subscription,C0004,"",51307.61
2023-01-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R04,Canada,Subscription,C0005,"",12649.01
2023-02-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R04,Canada,Subscription,C0005,"",13014.5
2023-03-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R04,Canada,Subscription,C0005,"",13379.99
2023-04-01,Actual,A4000,4000,"Subscription Revenue",Revenue,"Subscription Revenue",10,D00,"Revenue Operations",Revenue,R04,Canada,Subscription,C0005,"",13379.99
